,name,icon_href,date,text,stars,answer
122,Андрей В.,https://avatars.mds.yandex.net/get-yapic/21493/enc-0a78c347b7611f2a74356cce36c00531f24874f4dc922b4eb50b455107676f1a/islands-68,1658959797.653,Цены космос,1.0,"Уважаемый Андрей В!

Благодарим Вас за выбор нашего отеля.

Мы признательны Вам за Ваш отзыв. Ведь мы стремимся предоставить нашим гостям сервис самого высокого уровня, поэтому с особым вниманием относимся ко всем отзывам наших гостей. В наш отель приезжают гости, которые ценят высокий сервис от нашей команды, ценность предоставляемых услуг и уютную атмосферу, такие как семьи с маленькими детьми, бизнесмены или же молодожены, отмечающие праздничное событие. 

К сожалению, мы не нашли Ваших данных в базе наших гостей. Направьте пожалуйста Ваши контактные данные на e-mail: Feedback@mriyaresort.com, наша служба по работе с гостями свяжется с Вами для уточнения деталей.

С уважением, команда MRIYA RESORT & SPA!"
123,Алексей Назаров,https://avatars.mds.yandex.net/get-yapic/59871/0k-2/islands-68,1658801989.741,"Заселяли 3 часа, номер семейный, потом ещё номер поменяли, в итоге когда привели в номер, там ещё доклеивали обои - будем жить в ремонте на стройке за 130 тыс руб в сутки. Привет совок, при огромных инвестициях в отличную инфраструктуру сервис на уровне турецкого хостела.",1.0,"Уважаемый Алексей Назаров!

Благодарим Вас за выбор нашего отеля.

Мы готовы уточнить все детали произошедшего инцидента и вернуться к Вам с обратной связью. Каждый комментарий и отзыв гостя очень важен для нас. 

Направьте пожалуйста Ваши контактные данные на e-mail: Feedback@mriyaresort.com, наша служба по работе с гостями свяжется с Вами для уточнения деталей.

С уважением, команда MRIYA RESORT & SPA!"
124,Наталья,https://avatars.mds.yandex.net/get-yapic/27503/iXsrEruLzhSwQ8JV2YgzK3iVsuw-1/islands-68,1657832229.127,"По рекомендации знакомых, хотели забронировать с мужем номер на 4 дня в августе. Но цены... Самая низкая цена выходит 268 тысяч! А если ещё и двоих детей с собой брать, то цена совсем заоблачная получится! За что такие суммы?",1.0,"Уважаемая Наталья Наталья!

Благодарим Вас за выбор нашего отеля.

Мы признательны Вам за Ваш отзыв. Ведь мы стремимся предоставить нашим гостям сервис самого высокого уровня, поэтому с особым вниманием относимся ко всем отзывам наших гостей. В наш отель приезжают гости, которые ценят высокий сервис от нашей команды, ценность предоставляемых услуг и уютную атмосферу, такие как семьи с маленькими детьми, бизнесмены или же молодожены, отмечающие праздничное событие.

К сожалению, мы не нашли Ваших данных в базе наших гостей. Направьте пожалуйста Ваши контактные данные на e-mail: Feedback@mriyaresort.com, наша служба по работе с гостями свяжется с Вами для уточнения деталей.

С уважением, команда MRIYA RESORT & SPA!"
125,Жука Алексеев,https://avatars.mds.yandex.net/get-yapic/25358/TmgyAM0kiV5V6Jm3Gi6M23gN6G8-1/islands-68,1655708862.912,"А с какого, вот так вот можно запрещать проход к береговой линии или для избранных кодексы не указ? Есть 6 ст. ВК, обязаны пропускать всех к морю без исключения и бесплатно.",1.0,
126,Надежда Шабанова,https://avatars.mds.yandex.net/get-yapic/40138/enc-4998304832f70e90d3a0a1d82df28156ea9af97b39601e82d95d51c061d06093/islands-68,1654453403.866,"Ужасно! В номере не работал кондиционер! При обращении на рецепшн в течении 3 часов персонал даже не пошевелился исправить ситуацию. Пока на повышенных тонах не обратилась снова на рецепшн никто и не собирался прийти и чинить. Телевидение цифровое и постоянно зависает, смотреть нормально - не возможно!!!
По прошествии суток в отеле - полное разочарование😒😱😳",1.0,"Уважаемая Надежда Шабанова!

Благодарим Вас за выбор нашего отеля.

Разрешите поблагодарить Вас за то, что Вы нашли время поделиться своим мнением о гостиничных услугах Комплекса. В MRIYA RESORT & SPA мы стремимся предложить обслуживание самого высокого уровня для каждого из наших гостей, поэтому Ваш отзыв очень важен для нас.

Мы готовы уточнить все детали и вернуться к Вам с обратной связью. Каждый комментарий и отзыв гостя очень важен для нас. 

Направьте пожалуйста Ваши контактные данные на e-mail: Feedback@mriyaresort.com, наша служба по работе с гостями свяжется с Вами для уточнения деталей.

С уважением, команда MRIYA RESORT & SPA!"
127,Алина,https://avatars.mds.yandex.net/get-yapic/37154/0d-4/islands-68,1654247294.228,"Это ж на какой работе надо работать, чтобы за три дня отдать 180 тысяч рублей?",1.0,"Уважаемая Алина М!

Благодарю Вас за выбор нашего отеля.

Мы признательны Вам за Ваш отзыв. Ведь мы стремимся предоставить нашим гостям сервис самого высокого уровня, поэтому с особым вниманием относимся ко всем отзывам наших гостей.

К сожалению, мы не нашли Ваших данных в базе наших гостей. Направьте пожалуйста Ваши контактные данные на e-mail: Feedback@mriyaresort.com, наша служба по работе с гостями свяжется с Вами для уточнения деталей.

С уважением, команда MRIYA RESORT & SPA!"
128,Игорь,https://avatars.mds.yandex.net/get-yapic/49368/enc-35623b63a765b233809d7d400692e2d54aeb45967eacbc8378cb71301f9377c8/islands-68,1653549999.081,"Ценник на отдых 😱😱😱. И если смотреть сверху на здание, то напоминает какое-то растение)))))",1.0,"Уважаемый igorvulpe!

Благодарю Вас за выбор нашего отеля.

Мы признательны Вам за Ваш отзыв. Ведь мы стремимся предоставить нашим гостям сервис самого высокого уровня, поэтому с особым вниманием относимся ко всем отзывам наших гостей. В наш отель приезжают гости, которые ценят высокий сервис от нашей команды, ценность предоставляемых услуг и уютную атмосферу, такие как семьи с маленькими детьми, бизнесмены или же молодожены, отмечающие праздничное событие.

К сожалению, мы не нашли Ваших данных в базе наших гостей. Направьте пожалуйста Ваши контактные данные на e-mail: Feedback@mriyaresort.com, наша служба по работе с гостями свяжется с Вами для уточнения деталей.

С уважением, команда MRIYA RESORT & SPA!"
129,Анастасия К,,1651943654.208,"Отель супер,очень необычно.Приезжать лутше семьей ,для детей райское место.
Из минусов *** сотрудника на рабочем месте огорчило - ты же женщина ,а на територии дети
Вроде серьезная организация но.....фото с профиля прелагаю если увидите лутше обходить стороной неадыкватную",1.0,"Уважаемая Анастасия К!

Благодарю Вас за выбор нашего отеля.

Мы обязательно проясним нюансы по данной ситуации и в ближайшее время вернемся к Вам с обратной связью.

Направьте пожалуйста Ваши контактные данные на e-mail: Feedback@mriyaresort.com, наша служба по работе с гостями свяжется с Вами для уточнения деталей.

С уважением, команда MRIYA RESORT & SPA!"
130,алексей иванов,https://avatars.mds.yandex.net/get-yapic/26057/0k-9/islands-68,1651867620.412,Люди вы с ума посходили!!! За 2.5 ляма ехать на 2 недели в Крым?!,1.0,"Уважаемый алексей иванов!

Благодарю Вас за выбор нашего отеля.

Мы признательны Вам за Ваш отзыв. Ведь мы стремимся предоставить нашим гостям сервис самого высокого уровня, поэтому с особым вниманием относимся ко всем отзывам наших гостей.

К сожалению, мы не нашли Ваших данных в базе гостей MRIYA RESORT & SPA. Направьте, пожалуйста, Ваши контактные данные на e-mail: Feedback@mriyaresort.com, наша служба по работе с гостями свяжется с Вами для уточнения деталей.

С уважением, команда MRIYA RESORT & SPA!"
131,сергей зангионов,https://avatars.mds.yandex.net/get-yapic/51381/0h-7/islands-68,1650619719.768,Обслуживание в ноль,1.0,"Уважаемый сергей зангионов!

Благодарю Вас за выбор нашего отеля.

Мы признательны Вам за Ваш отзыв. Ведь мы стремимся предоставить нашим гостям сервис самого высокого уровня, поэтому с особым вниманием относимся ко всем отзывам наших гостей.

К сожалению, мы не нашли Ваших данных в базе наших гостей. Направьте пожалуйста Ваши контактные данные на e-mail: Feedback@mriyaresort.com, наша служба по работе с гостями свяжется с Вами для уточнения деталей.

С уважением, команда MRIYA RESORT & SPA!"
132,Рамиль Б.,https://avatars.mds.yandex.net/get-yapic/38436/Ek6WqHKxV9rxjI2NVMW7YIhneM-1/islands-68,1648932882.106,"Вилла на 6 дней за 2,6 ляма,сказочные цены",1.0,"Уважаемый Рамиль Б!

Благодарю Вас за выбор нашего отеля.

Мы признательны Вам за Ваш отзыв. Ведь мы стремимся предоставить нашим гостям сервис самого высокого уровня, поэтому с особым вниманием относимся ко всем отзывам наших гостей.

К сожалению, мы не нашли Ваших данных в базе наших гостей. Направьте пожалуйста Ваши контактные данные на e-mail: Feedback@mriyaresort.com, наша служба по работе с гостями свяжется с Вами для уточнения деталей.

С уважением, команда MRIYA RESORT & SPA!"
133,Илья,https://avatars.mds.yandex.net/get-yapic/59871/enc-79c4ee406327383370c8dfcbb35239e292572a2dc2507bc86c09facfac2cfa08/islands-68,1644851703.956,"это далеко не 5 звезд, плохой сервис, ужасный ремонт, отвратительно организована работа персонала, его так много что они не могут договориться что и как нужно делать,. Цены просто ломовые, но то что вы за эти деньги получаете ну никак не может стоить столько.",1.0,"Уважаемый Илья!

Благодарю Вас за выбор нашего отеля.

Мы признательны Вам за Ваш отзыв. Ведь мы стремимся предоставить нашим гостям сервис самого высокого уровня, поэтому с особым вниманием относимся ко всем отзывам наших гостей.

К сожалению, мы не нашли Ваших данных в базе наших гостей. Направьте пожалуйста Ваши контактные данные на e-mail: Feedback@mriyaresort.com, наша служба по работе с гостями свяжется с Вами для уточнения деталей.

С уважением, команда MRIYA RESORT & SPA!"
134,Анатолий Б111111,,1643757022.221,"Хуже да не придумаешь !!! Решили забронировать Королевский люкс на 5 дней, так как у девушки день рождения!!! Перед выездом сдали ПЦР тест - у всех был отрицательный!!!!! ( Также все сделали прививку в сентябре) По приезду нужно также сдавать их тест - который показал положительный результат у девушки ( именинницы )🤦‍♂️ при просьбе пройти повторно было отказано !!!! Предложили нам уехать в другой отель и сидеть там в номере 6 дней 🤦‍♂️😡 а потом поехать к ним🤮 ЭТО ЧТО ЗА СКОТСКОЕ ОТНОШЕНИЕ К КЛИЕНТАМ? ПОЧЕМУ НЕЛЬЗЯ СДАТЬ БЫЛО ПОВТОРНО ? Мы поехали домой, потратили на дорогу 50.000, дома на следующий день из принципа сдали ПЦР тест и ОН ОТРИЦАТЕЛЬНЫЙ!!!! Причём мы сдавали в лицензированной лаборатории, которая сама грузит результаты на гос-услуги!!! И получилось 31 января отрицательный и 2 февраля отрицательный - доказательства на гос-услугах !!!! А у этих ….. положительный 1 февраля!??? КАК ? ИЛИ ОНИ ПРОСТО СДАЛИ КОРОЛЕВСКИЙ ЛЮКС ДРУГИМ ? ИЛИ ИМ ПЛЕВАТЬ НА СВОИХ КЛИЕНТОВ? Почему нельзя было хотя б на следующий день разрешить передать тест ??? Могу с уверенностью сказать, что лучше отдыхать в любом другом месте, но не в этом отеле, если не хотите потратить драгоценное время и испортить себе настроение!!!! Почти в любую страну можно прилететь с ПЦР тестом из настоящей лаборатории и к вам нормально отнесутся и заселят в отель, а если даже и заболеете, то Вас никто не выгонит, а просто попросят не выходить из отеля до тех пор, пока ПЦР не будет отрицательный !!! 
Мрия даже не пытается пойти на встречу своим клиентам !!!! С таким успехом через 5 лет это будет санаторий Волна 🌊 с дешевым сервисом и уровнем 2 звёзды ! Желаю Вам от всей души банкротства !!! Когда-то мы приедем отпраздновать там день рождения на заброшенной Мрие, будем жарить там шашлычок и вспоминать, как мы потратили сутки на дорогу и нас ЗДОРОВЫХ не пустили в отель!!! 

Совет - ОТДЫХАЙТЕ ТАМ, ГДЕ ПРИНИМАЮТ ПЦР ТЕСТ ИЗ ЛАБОРАТОРИИ, А НЕ ДЕЛАЮТ ЕГО НА КОЛЕНКЕ, НЕ ПОЙМИ КАК И НЕ ПОЙМИ ЧЕМ !!!!",1.0,
135,Polly,https://avatars.mds.yandex.net/get-yapic/53031/S4EkVJE0qxAEdxsJaLT9Kv0mP0s-1/islands-68,1642927918.162,"Ужасное место. Персонал озлобленный. Ничего особенного в этой мрии нет, сервис 0. За такие деньги лучше в Турцию слетать на недельки две и видеть, что Вам рады всегда. Бегайте по песочку, рыбок смотрите, тут делать нечего!",1.0,"Уважаемая Полина Максимова!

Благодарю Вас за выбор нашего отеля.

Ситуация, которая произошла с Вами в нашем Комплексе является для нас крайне неприятной, ведь мы всегда дорожим Гостями и предъявляем высокие требования к нашему персоналу. Мы обязательно выясним детали.

Направьте пожалуйста Ваши контактные данные на e-mail: Feedback@mriyaresort.com, наша служба по работе с гостями свяжется с Вами для уточнения деталей.

С уважением, команда MRIYA RESORT & SPA!"
136,Yury Minaev,https://avatars.mds.yandex.net/get-yapic/48449/cZtrMRWMtPoVZiQsBmow6bcfN3M-1/islands-68,1641895171.791,Цены неадекватные. Бесконечная стройка вокруг и грязь на асфальте с колес строительной техники.,1.0,"Уважаемый Yury Minaev!

Благодарю Вас за выбор нашего отеля.

В связи с необходимостью получить больше информации по данной ситуации, направьте пожалуйста Ваши контактные данные на e-mail: Feedback@mriyaresort.com, наша служба по работе с гостями свяжется с Вами для уточнения деталей.

В течение всего года у нас действует множество выгодных акций и предложений.
Со всеми акциями и предложениями отеля Вы можете ознакомиться на нашем официальном сайте в разделе Спецпредложения. Будем рады подобрать для Вас комфортный вариант размещения.

С уважением, команда MRIYA RESORT & SPA!"
137,Юлия Суханова,,1641541096.636,"Если вы хотите платить за каждый шаг, то вам в Мрию! При чем ты за свои же деньги будешь ждать и выпрашивать обслуживание!!! Еда не вкусная!!! Персонал не внимательный! Этот отель хорош только лишь своей природой!!!",1.0,"Уважаемая Юлия Суханова!

Благодарю Вас за выбор нашего отеля.

Мы признательны Вам за Ваш отзыв. Ведь мы стремимся предоставить нашим гостям сервис самого высокого уровня, поэтому с особым вниманием относимся ко всем отзывам наших гостей.

К сожалению, мы не нашли Ваших данных в базе наших гостей. Направьте пожалуйста Ваши контактные данные на e-mail: Feedback@mriyaresort.com, наша служба по работе с гостями свяжется с Вами для уточнения деталей.

С уважением, команда MRIYA RESORT & SPA!"
138,Сергей Е.,https://avatars.mds.yandex.net/get-yapic/63256/enc-b015484b22f8406d073e594db94dbecd20d6fa4e581d699e083721a522e5e84f/islands-68,1640067344.407,"Второй раз в этом отеле. Все было замечательно. Всем всегда были довольны, поскольку наша семья не привередливая. Но сегодняшний случай огорчил. Ввиду того, что мною была получена травма большого пальца на ноге, и не возможно было одеть закрытую обувь результат - не пустили в ресторан на ужин. Исключение для меня не сделали. А самое плохое, даже альтернативы для меня никакой не предложили. Спасибо Вам мадам-управляющая в чёрном при входе в ресторан Azurr за замечательную клиентоориентированность. 21.12.2021",1.0,"Уважаемый Сергей Е!

Благодарю Вас за выбор нашего отеля.

Все сотрудники MRIYA RESORT & SPA стремятся создать для наших гостей особую атмосферу уюта и гостеприимства. Именно поэтому нам особенно жаль узнавать о том, что наш Гость испытывал дискомфорт во время отдыха у нас. Мы обязательно выясним детали.

Направьте пожалуйста Ваши контактные данные на e-mail: Feedback@mriyaresort.com, наша служба по работе с гостями свяжется с Вами для уточнения деталей.

С уважением, команда MRIYA RESORT & SPA!"
139,Александр Богданюк,https://avatars.mds.yandex.net/get-yapic/54535/10OIneZLTH6ilIxrjrsu2UiQbok-1/islands-68,1638933710.647,Безумно дорого. От 30 тысяч за номер в сутки. Просто прогулка по территории от 12 тысяч с человека (для НЕ проживающих там),1.0,"Уважаемый Александр Богданюк!

Благодарю Вас за выбор нашего отеля.

Мы признательны Вам за Ваш отзыв. Ведь мы стремимся предоставить нашим гостям сервис самого высокого уровня, поэтому с особым вниманием относимся ко всем отзывам наших гостей.

К сожалению, мы не нашли Ваших данных в базе наших гостей. Направьте пожалуйста Ваши контактные данные на e-mail: Feedback@mriyaresort.com, наша служба по работе с гостями свяжется с Вами для уточнения деталей.

С уважением, команда MRIYA RESORT & SPA!"
140,Евгений,https://avatars.mds.yandex.net/get-yapic/44850/JVO0wVrwNBedFZawcOnJ9e74OFU-1/islands-68,1638868296.769,"Ценник, космос. Наценка зима/лето +400-700%. Никакое одекватное ценообразование и рядом не стоит. Не рекомендую.",1.0,"Уважаемый Евгений!

Благодарю Вас за выбор нашего отеля.

Мы признательны Вам за Ваш отзыв. Ведь мы стремимся предоставить нашим гостям сервис самого высокого уровня, поэтому с особым вниманием относимся ко всем отзывам наших гостей.

К сожалению, мы не нашли Ваших данных в базе наших гостей. Направьте пожалуйста Ваши контактные данные на e-mail: Feedback@mriyaresort.com, наша служба по работе с гостями свяжется с Вами для уточнения деталей.

С уважением, команда MRIYA RESORT & SPA!"
141,Дмитрий Чадаев,https://avatars.mds.yandex.net/get-yapic/27503/enc-ed89e7b31800484e8c275f2a47b8603df9a64f25f6d747e71b388732d11969ec/islands-68,1638815667.118,"Отвратительный сервис, официанты рум сервис обслуживают без перчаток и это в КАРАНТИН!! Заказы выносятся долго и часто доезжают несвежими, зато ценники как в ЦУМе. Уборка комнат это отдельная «радость», 3 раза вызывал горничную-ноль реакции… Категорически не советую! Лучше за те же деньги слетайте в Турцию. Эффект и то лучше будет.",1.0,
142,Валерий Коротков,https://avatars.mds.yandex.net/get-yapic/25817/0l-8/islands-68,1638586713.125,"На пять звёзд тянет только по цене, а в остальном больше понтов.",1.0,"Уважаемый Валерий Коротков!

Благодарю Вас за выбор нашего отеля.

Мы признательны Вам за Ваш отзыв. Ведь мы стремимся предоставить нашим гостям сервис самого высокого уровня, поэтому с особым вниманием относимся ко всем отзывам наших гостей.

К сожалению, мы не нашли Ваших данных в базе наших гостей. Направьте пожалуйста Ваши контактные данные на e-mail: Feedback@mriyaresort.com, наша служба по работе с гостями свяжется с Вами для уточнения деталей.

С уважением, команда MRIYA RESORT & SPA!"
143,Господин,https://avatars.mds.yandex.net/get-yapic/59871/0f-4/islands-68,1638411434.004,"Хотел заехать в ресторан пообедать, так мне сказали заплатить 3000 рублей за въезд на территорию.",1.0,
144,Максим,https://avatars.mds.yandex.net/get-yapic/41409/5wi4NGhBHz6cltiSddHtXFkgs-1/islands-68,1637462859.27,"Не понравилось, что при наличии куар кода о вакцинации требуется сделать за свой счёт ПЦР тест для отеля. Данное требование введено отелем для своей безопасности, но почему нужно оплачивать эту услугу для отеля его гостю — очень не логично, при том что стоимость проживания высокая.",1.0,
145,Сергей Самко,https://avatars.mds.yandex.net/get-yapic/61207/NoeKXKCZ5CzjELi72UIouElhKU-1/islands-68,1636252914.83,"Большойе горе Ялты. Мыс Святой Троицы уничтожен, красивейший берег и прогродный пляж уничтожен. Имея деньги, ты покупаешь право уничтожать все по своему пониманию, под лозунгом - закатаем Крым в бетон.",1.0,
146,olga 916 luna,https://avatars.mds.yandex.net/get-yapic/61207/cR5kacxHNG98daqofh2Mj9evY-1/islands-68,1635504919.846,"Очень красиво, но оооооооочень дорого.",1.0,"Уважаемая olga 916 luna!

Благодарим Вас за выбор нашего отеля.

Мы признательны Вам за Ваш отзыв. Ведь мы стремимся предоставить нашим гостям сервис самого высокого уровня, поэтому с особым вниманием относимся ко всем отзывам наших гостей. В наш отель приезжают гости, которые ценят высокий сервис от нашей команды, ценность предоставляемых услуг и уютную атмосферу, такие как семьи с маленькими детьми, бизнесмены или же молодожены, отмечающие праздничное событие. 

К сожалению, мы не нашли Ваших данных в базе наших гостей. Направьте пожалуйста Ваши контактные данные на e-mail: Feedback@mriyaresort.com, наша служба по работе с гостями свяжется с Вами для уточнения деталей.

С уважением, команда MRIYA RESORT & SPA!"
147,Алексей П.,https://avatars.mds.yandex.net/get-yapic/26057/0l-2/islands-68,1635126511.91,"Материально-техническая часть на высоте. Но люди... Косячат и по мелочам и не очень. Стараются, но косячат... Особенно некомфортно в лечебной части. За такие деньги медсестра мне объясняет за пунктуальность и опоздания на процедуры. И не одна медсестра, а каждая вторая... На ресеппшен назначения делают как им удобно. К врачам попасть не просто. В общем не ждите идеального сервиса.",1.0,"Уважаемый Алексей Алексеев!

Благодарю Вас за выбор нашего отеля.

Благодарим Вас за очень подробный отзыв! Предоставление высокого уровня сервиса с учетом всех пожеланий Гостей является нашей приоритетной задачей, поэтому обратная связь от Вас очень важна для нас.

Направьте пожалуйста Ваши контактные данные на e-mail: Guest.Relations@mriyaresort.com, наша служба по работе с гостями свяжется с Вами для уточнения деталей.

Нам важно знать не только положительные стороны отдыха гостей, но и отрицательные моменты, которые позволят нам принять конструктивные решения для их исправления. Мы искренне надеемся, что Вы предоставите нам возможность показать Вам высокий уровень обслуживания и исключительный сервис нашего Комплекса.

С уважением, команда MRIYA RESORT & SPA!"
148,G.Koh,https://avatars.mds.yandex.net/get-yapic/39249/enc-50d00a51bcb7810f448fe82cdd03eee7aa2c74c988fdd92059b2417dd64b6d44/islands-68,1634972945.508,Цена заоблачная !!! Оценка только за это !!!,1.0,"Уважаемый G.Koh!

Благодарим Вас за выбор нашего отеля.

Мы признательны Вам за Ваш отзыв. Ведь мы стремимся предоставить нашим гостям сервис самого высокого уровня, поэтому с особым вниманием относимся ко всем отзывам наших гостей. В наш отель приезжают гости, которые ценят высокий сервис от нашей команды, ценность предоставляемых услуг и уютную атмосферу, такие как семьи с маленькими детьми, бизнесмены или же молодожены, отмечающие праздничное событие. 

К сожалению, мы не нашли Ваших данных в базе наших гостей. Направьте пожалуйста Ваши контактные данные на e-mail: Feedback@mriyaresort.com, наша служба по работе с гостями свяжется с Вами для уточнения деталей.

С уважением, команда MRIYA RESORT & SPA!"
149,Игорь Трофимович,https://avatars.mds.yandex.net/get-yapic/25817/0l-9/islands-68,1630894151.509,Нереальные цены,1.0,"Уважаемый Игорь Трофимович!

Благодарим Вас за выбор нашего отеля.

Мы признательны Вам за Ваш отзыв. Ведь мы стремимся предоставить нашим гостям сервис самого высокого уровня, поэтому с особым вниманием относимся ко всем отзывам наших гостей. В наш отель приезжают гости, которые ценят высокий сервис от нашей команды, ценность предоставляемых услуг и уютную атмосферу, такие как семьи с маленькими детьми, бизнесмены или же молодожены, отмечающие праздничное событие. 

К сожалению, мы не нашли Ваших данных в базе наших гостей. Направьте пожалуйста Ваши контактные данные на e-mail: Feedback@mriyaresort.com, наша служба по работе с гостями свяжется с Вами для уточнения деталей.

С уважением, команда MRIYA RESORT & SPA!"
150,Алексей Р,https://avatars.mds.yandex.net/get-yapic/65952/qY3lMos0d6CQkoqWEZE2129b2Y-1/islands-68,1630819167.468,"Неадекватные цены просто отбивают желание.
Жадность неописуемая.",1.0,"Уважаемый Алексей Р!

Благодарим Вас за выбор нашего отеля.

Мы признательны Вам за Ваш отзыв. Ведь мы стремимся предоставить нашим гостям сервис самого высокого уровня, поэтому с особым вниманием относимся ко всем отзывам наших гостей. В наш отель приезжают гости, которые ценят высокий сервис от нашей команды, ценность предоставляемых услуг и уютную атмосферу, такие как семьи с маленькими детьми, бизнесмены или же молодожены, отмечающие праздничное событие. 

К сожалению, мы не нашли Ваших данных в базе наших гостей. Направьте пожалуйста Ваши контактные данные на e-mail: Feedback@mriyaresort.com, наша служба по работе с гостями свяжется с Вами для уточнения деталей.

С уважением, команда MRIYA RESORT & SPA!"
151,алексей ч.,https://avatars.mds.yandex.net/get-yapic/21493/enc-589270d70d1bdb2b1bec7d76186a576398eee9008467e0d4eb455d6405be2647/islands-68,1630799224.211,Эта цена включает куплю продажу номера.,1.0,
152,Александр Брызгалов,https://avatars.mds.yandex.net/get-yapic/47747/0r-2/islands-68,1630705485.354,"Отель так себе, с неадекватными ценами для такого сервиса. Проще в Майами слетать",1.0,
153,Алимов Алексей,https://avatars.mds.yandex.net/get-yapic/36689/uS9LDEBNLrsD2enJCj8hclLDJw-1/islands-68,1630639239.546,"Красиво, дорого, богато. Но когда много людей в одном здании, то это уже рынок какой-то. На завтрак не пронихнуться, а люди которые вечером ходят в красивых нарядах и золоте, на завтраке превращаются в голодное стадо баранов.",1.0,"Уважаемый Алимов Алексей!

Благодарю Вас за выбор нашего отеля.

Предоставление высокого уровня сервиса с учетом всех пожеланий Гостей является нашей приоритетной задачей, поэтому обратная связь от Вас очень важна для нас.

Направьте пожалуйста Ваши контактные данные на e-mail: Guest.Relations@mriyaresort.com, наша служба по работе с гостями свяжется с Вами для уточнения деталей.

Нам важно знать не только положительные стороны отдыха гостей, но и отрицательные моменты, которые позволят нам принять конструктивные решения для их исправления. Мы приложим все усилия чтобы отдых в последующие дни подарил Вам только позитивные эмоции.

С уважением, команда MRIYA RESORT & SPA!"
154,Мишка М.,https://avatars.mds.yandex.net/get-yapic/51169/wqSjYb35641TCcXjGvgVWRsNYi0-1/islands-68,1630655272.181,Дорого очень,1.0,
155,!!!!!,https://avatars.mds.yandex.net/get-yapic/27503/A9UIlKVFHzphPKVdg3SzrBT3WOE-1/islands-68,1630435358.801,"Я не бедный человек, но конец сентября цена 72000 это для кого, полечу на мальдивы за 400 на две неделе, дешевле. Как всегда у нас пытаются выжать все.",1.0,
156,Федор Емельянов,https://avatars.mds.yandex.net/get-yapic/47747/0r-1/islands-68,1630400552.442,Один год в Турции в лучшем отеле за эти деньги!,1.0,
157,Забанен на Яндексе,https://avatars.mds.yandex.net/get-yapic/69015/J5c4MuTkj1lNcJImm4FtSn9Ly98-1/islands-68,1630371563.331,Ужасно дорого !!!,1.0,
158,крымский пряник,,1630307755.397,"Капец, для кого такие цены....",1.0,
159,Алексей Король,https://avatars.mds.yandex.net/get-yapic/21493/enc-eb1ed98ae52140b4bd80248c8ed9a140874d4fb0b869923f5ac9fd247e8a816c/islands-68,1630218840.379,"Цены!! Цены! Это для кого???? В Италии(когда открыта была) дешевле и вкуснее!(завтраки сто пудов) , приедети домой,придёт осознание ""Куда и на что,а главное зачем было потрачено столько денег???""",1.0,
160,Abbat Buzzoni,https://avatars.mds.yandex.net/get-yapic/29310/yBLcXiZALzcpoEy1BdiGHmNntkc-1/islands-68,1629004265.836,"""Дорого-богато"", только людей нет!!!",1.0,
161,Владимир,https://avatars.mds.yandex.net/get-yapic/47747/0u-6/islands-68,1628416961.405,"Вы реально думаете что такие деньги стоит платить за отдых?))) деградация общества. Ребята я там не был правда, да даже если захочу 500к сутки я не потяну))) откуда столько отзывов, что правда в России столько есть семец кто может себе позволить такое ? Не ну круто я походу тогда не средний класс есть к чему стремиться! Но мое мнение за пол ляма/сутки да я блин не знаю что должно происходить",1.0,
162,Олег А.,https://avatars.mds.yandex.net/get-yapic/61207/0r-5/islands-68,1628281233.393,"Дорого, встречается не квалифицированный персонал.",1.0,"Уважаемый Олег А!

Благодарю Вас за выбор нашего отеля.

Предоставление высокого уровня сервиса с учетом всех пожеланий Гостей является нашей приоритетной задачей, поэтому обратная связь от Вас очень важна для нас.

Направьте пожалуйста Ваши контактные данные на e-mail: Guest.Relations@mriyaresort.com, наша служба по работе с гостями свяжется с Вами для уточнения деталей.

Нам важно знать не только положительные стороны отдыха гостей, но и отрицательные моменты, которые позволят нам принять конструктивные решения для их исправления. Мы приложим все усилия чтобы отдых в последующие дни подарил Вам только позитивные эмоции.

С уважением, команда MRIYA RESORT & SPA!"
163,Павел Бовтюшко,https://avatars.mds.yandex.net/get-yapic/35885/ILEyAUkLsChNFh4Zi0fBtZNIyY-1/islands-68,1628117448.42,"Ужасный сервис, цены выше Москвы.",1.0,"Уважаемый Павел Бовтюшко!

Благодарю Вас за выбор нашего отеля.

Предоставление высокого уровня сервиса с учетом всех пожеланий Гостей является нашей приоритетной задачей, поэтому обратная связь от Вас очень важна для нас.

Направьте пожалуйста Ваши контактные данные на e-mail: Guest.Relations@mriyaresort.com, наша служба по работе с гостями свяжется с Вами для уточнения деталей.

Нам важно знать не только положительные стороны отдыха гостей, но и отрицательные моменты, которые позволят нам принять конструктивные решения для их исправления. Мы приложим все усилия чтобы отдых в последующие дни подарил Вам только позитивные эмоции.

С уважением, команда MRIYA RESORT & SPA!"
